0,0.63,0,1,1,0.12,-1
0,1,0,0.2,1,0.43,0
1,1,0,0.27,0,1,1
1,1,0,0.52,0,1,1
0,0.46,0,1,1,1,-1
0,0.22,0,1,0,1,1
0,1,0,0.58,1,1,0
0,1,0,0.21,1,1,0
1,1,0,1,1,1,-1
0,0.62,0,1,0,1,-1
1,1,1,1,0,0.69,1
1,1,0,1,0,1,-1
1,1,0,0.52,0,1,1
0,1,0,0.19,1,1,0
0,1,1,1,0,1,0
0,1,0,0.48,0,1,0
0,1,1,1,0,1,0
0,1,1,1,0,1,1
0,1,1,1,0,0.61,0
0,0.2,0,1,0,0.45,-1
0,1,0,0.37,0,0.63,0
0,0.43,1,1,0,1,1
0,1,0,1,0,1,0
1,0.27,0,1,0,1,-1
0,0.64,0,1,1,0.13,-1
1,1,1,1,0,0.4,1
1,0.75,0,1,0,0.24,-1
0,0.34,0,0.08,0,1,1
